state_pcode,state_name,lga_pcode,lga_name,ward_pcode,ward_name,estimate_hh_Ward,estimate_Ind_Ward,location_type,Location name,SSID,Year,state_orig,lga_orig,reason_insurgency_YesNo,reason_insurg_hh,reason_insurg_ind,reason_clash_YesNo,reason_clash_hh,reason_clash_ind,reason_disaster_YesNo,reason_disaster_hh,reason_disaster_ind
NGA007,BENUE,NGA007021,UKUM,NGA007021108,MBATIAN,125,1394,Host Community,,,2012,TARABA,DONGA,2,,,1,125,1394,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021109,MBAYENGE,221,2069,Host Community,,,2012,TARABA,IBI,2,,,1,221,2069,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021110,MBAZUN,129,1143,Host Community,,,2012,TARABA,DONGA,2,,,1,129,1143,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021111,TSAAV,110,1252,Host Community,,,2012,TARABA,IBI,2,,,1,110,1252,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021112,UGBAAM,10,80,Host Community,,,2014,TARABA,IBI,2,,,1,10,80,2,,
NGA007,BENUE,NGA007021,UKUM,NGA007021113,UYAM,139,1620,Host Community,,,2012,TARABA,DONGA,2,,,1,139,1620,2,,
NGA008,BORNO,NGA008002,ASKIRA / UBA,NGA008002201,ASKIRA EAST,21,325,Host Community,,,2014,BORNO,GWOZA,1,21,325,2,,,2,,
NGA008,BORNO,NGA008002,ASKIRA / UBA,NGA008002202,CHUL / RUMIRGO,27,231,Host Community,,,2015,BORNO,KWAYA / KUSAR,1,27,231,2,,,2,,
NGA008,BORNO,NGA008002,ASKIRA / UBA,NGA008002206,LASSA,285,1033,Host Community,,,2015,BORNO,DAMBOA,1,285,1033,2,,,2,,
NGA008,BORNO,NGA008002,ASKIRA / UBA,NGA008002210,UBA,24,87,Host Community,,,2015,BORNO,GWOZA,1,362,2403,2,,,2,,
NGA008,BORNO,NGA008002,ASKIRA / UBA,NGA008002211,UDA / UVU,199,2211,Host Community,,,2014,BORNO,DAMBOA,1,199,2211,2,,,2,,
NGA008,BORNO,NGA008002,ASKIRA / UBA,NGA008002212,WAMDEO / GIWI,345,3935,Host Community,,,2014,BORNO,GWOZA,1,345,3935,2,,,2,,
NGA008,BORNO,NGA008004,BAYO,NGA008004401,BALBAYA,4,41,Host Community,,,2015,BORNO,DAMBOA,1,4,41,2,,,2,,
NGA008,BORNO,NGA008004,BAYO,NGA008004402,BRIYEL,23,186,Host Community,,,2015,BORNO,DAMBOA,1,23,186,2,,,2,,
NGA008,BORNO,NGA008004,BAYO,NGA008004403,FIKAYEL,6,51,Host Community,,,2014,BORNO,HAWUL,1,6,51,2,,,2,,
NGA008,BORNO,NGA008004,BAYO,NGA008004404,GAMADADI,16,123,Host Community,,,2015,BORNO,DAMBOA,1,16,123,2,,,2,,
NGA008,BORNO,NGA008004,BAYO,NGA008004406,JARA DALI,2,17,Host Community,,,2015,YOBE,FIKA,1,2,17,2,,,2,,
NGA008,BORNO,NGA008004,BAYO,NGA008004405,JARA GOL,8,65,Host Community,,,2015,BORNO,HAWUL,1,8,65,2,,,2,,
NGA008,BORNO,NGA008004,BAYO,NGA008004407,LIMANTI,6,47,Host Community,,,2014,YOBE,GUJBA,1,6,47,2,,,2,,
NGA008,BORNO,NGA008004,BAYO,NGA008004409,WUYO,8,62,Host Community,,,2014,BORNO,DAMBOA,1,8,62,2,,,2,,
NGA008,BORNO,NGA008005,BIU,NGA008005503,DUGJA,1249,9459,Host Community,,,2014,BORNO,HAWUL,1,1249,9459,2,,,2,,
NGA008,BORNO,NGA008005,BIU,NGA008005506,KENKEN,1808,13268,Host Community,,,2014,BORNO,DAMBOA,1,2457,17284,2,,,2,,
NGA008,BORNO,NGA008005,BIU,NGA008005509,SULUMTHLA,438,3329,Host Community,,,2014,BORNO,HAWUL,1,438,3329,2,,,2,,
NGA008,BORNO,NGA008005,BIU,NGA008005510,YAWI,372,2580,Host Community,,,2015,BORNO,HAWUL,1,372,2580,2,,,2,,
NGA008,BORNO,NGA008005,BIU,NGA008005511,ZARAWUYAKU,655,5285,Host Community,,,2014,BORNO,HAWUL,1,655,5285,2,,,2,,
NGA008,BORNO,NGA008009,GUBIO,NGA008009906,GUBIO TOWN  I,5,30,Host Community,,,2015,BORNO,GUBIO,1,5,30,2,,,2,,
NGA008,BORNO,NGA008013,JERE,NGA008013302,BALE GALTIMARI,11457,87924,Host Community,,,2014,BORNO,KONDUGA,1,11546,88511,2,,,2,,
NGA008,BORNO,NGA008013,JERE,NGA008013303,DALA LAWANTI,7020,59670,Host Community,,,2014,BORNO,KAGA,1,7020,59670,2,,,2,,
NGA008,BORNO,NGA008013,JERE,NGA008013304,DUSUMAN,296,2000,Host Community,,,2014,BORNO,MAFA,1,1590,9673,2,,,2,,
NGA008,BORNO,NGA008013,JERE,NGA008013312,GOMARI,6753,47271,Host Community,,,2014,BORNO,BAMA,1,6753,47271,2,,,2,,
NGA008,BORNO,NGA008013,JERE,NGA008013306,MAIMUSARI,1958,13707,Host Community,,,2014,BORNO,KONDUGA,1,1958,13707,2,,,2,,
NGA008,BORNO,NGA008013,JERE,NGA008013311,MAIRI,10917,86245,Host Community,,,2014,BORNO,GWOZA,1,10917,86245,2,,,2,,
NGA008,BORNO,NGA008013,JERE,NGA008013307,MASHAMARI,8164,55877,Host Community,,,2014,BORNO,MARTE,1,9381,63605,2,,,2,,
NGA008,BORNO,NGA008013,JERE,NGA008013309,OLD MAIDUGURI,15232,114241,Host Community,,,2014,BORNO,MONGUNO,1,15232,114241,2,,,2,,
NGA008,BORNO,NGA008014,KAGA,NGA008014402,BENISHEIKH,2328,12216,Host Community,,,2015,BORNO,KAGA,1,2328,12216,2,,,2,,
NGA008,BORNO,NGA008016,KONDUGA,NGA008016601,AUNO / CHABBOL,1242,9318,Host Community,,,2014,BORNO,GUZAMALA,1,1242,9318,2,,,2,,
NGA008,BORNO,NGA008016,KONDUGA,NGA008016602,DALORI / WANORI,411,3085,Host Community,,,2014,BORNO,KONDUGA,1,3387,25404,2,,,2,,
NGA008,BORNO,NGA008016,KONDUGA,NGA008016604,JEWU / LAMBOA,986,5666,Host Community,,,2015,BORNO,KONDUGA,1,986,5666,2,,,2,,
NGA008,BORNO,NGA008018,KWAYA / KUSAR,NGA008018801,GONDI,25,152,Host Community,,,2014,YOBE,GUJBA,1,25,152,2,,,2,,
NGA008,BORNO,NGA008018,KWAYA / KUSAR,NGA008018802,GUSI / BILLA,11,56,Host Community,,,2014,BORNO,ASKIRA / UBA,1,11,56,2,,,2,,
NGA008,BORNO,NGA008018,KWAYA / KUSAR,NGA008018803,GUWAL,24,194,Host Community,,,2014,BORNO,DAMBOA,1,24,194,2,,,2,,
NGA008,BORNO,NGA008018,KWAYA / KUSAR,NGA008018805,KURBA,21,172,Host Community,,,2015,BORNO,HAWUL,1,21,172,2,,,2,,
NGA008,BORNO,NGA008018,KWAYA / KUSAR,NGA008018806,KWAYA KUSAR,376,3234,Host Community,,,2014,BORNO,DAMBOA,1,376,3234,2,,,2,,
NGA008,BORNO,NGA008018,KWAYA / KUSAR,NGA008018807,PETA,41,192,Host Community,,,2014,BORNO,HAWUL,1,41,192,2,,,2,,
NGA008,BORNO,NGA008018,KWAYA / KUSAR,NGA008018808,WADA,4,30,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,4,30,2,,,2,,
NGA008,BORNO,NGA008018,KWAYA / KUSAR,NGA008018810,YIMIRTHALANG,37,197,Host Community,,,2014,ADAMAWA,GOMBI,1,37,197,2,,,2,,
NGA008,BORNO,NGA008019,MAFA,NGA008019912,TAMSU NGAMDUA,800,5000,Host Community,,,2014,BORNO,KONDUGA,1,800,5000,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021101,BOLORI  I,2971,22281,Host Community,,,2014,BORNO,MAFA,1,5766,43254,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021102,BOLORI  II,12909,96821,Host Community,,,2014,BORNO,KUKAWA,1,12909,96821,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021103,BULABLIN,2850,22800,Host Community,,,2014,BORNO,BAMA,1,2850,22800,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021104,FEZZAN,3748,26982,Host Community,,,2014,BORNO,MARTE,1,3748,26982,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021105,GAMBORU LIBERTY,3995,29528,Host Community,,,2014,BORNO,MONGUNO,1,3995,29528,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021106,GWANGE  I,3162,27340,Host Community,,,2014,BORNO,DAMBOA,1,3162,27340,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021107,GWANGE  II,6651,49213,Host Community,,,2014,BORNO,KONDUGA,1,6651,49213,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021108,GWANGE  III,5330,35726,Host Community,,,2014,BORNO,BAMA,1,5330,35726,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021109,HAUSARI/ZANGO,5727,42952,Host Community,,,2014,BORNO,DIKWA,1,5727,42952,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021110,LAMISULA/JABBA MARI,14003,97719,Host Community,,,2014,BORNO,KONDUGA,1,14596,102169,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021111,LIMANTI,1040,5200,Host Community,,,2014,BORNO,NGANZAI,1,1040,5200,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021112,MAFONI,2763,20716,Host Community,,,2014,BORNO,BAMA,1,3091,23143,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021113,MAISANDARI,32696,230900,Host Community,,,2014,BORNO,BAMA,1,39279,276187,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021114,SHEHURI  NORTH,3050,22875,Host Community,,,2014,BORNO,BAMA,1,3050,22875,2,,,2,,
NGA008,BORNO,NGA008021,MAIDUGURI M. C.,NGA008021115,SHEHURI SOUTH,4295,36508,Host Community,,,2014,BORNO,KONDUGA,1,4295,36508,2,,,2,,
NGA015,FCT,NGA015001,ABAJI,NGA015001101, ABAJI CENTRAL,21,103,Host Community,,,2014,BORNO,CHIBOK,1,21,103,2,,,2,,
NGA015,FCT,NGA015001,ABAJI,NGA015001105, NUKU,6,40,Host Community,,,2014,NASARAWA,AKWANGA,2,,,1,6,40,2,,
NGA015,FCT,NGA015001,ABAJI,NGA015001107,AGYANA/PANDAGI,30,327,Host Community,,,2011,BENUE,GUMA,2,,,1,30,327,2,,
NGA015,FCT,NGA015002,BWARI,NGA015002201, BWARI CENTRAL,5,56,Host Community,,,2014,BORNO,GWOZA,1,5,56,2,,,2,,
NGA015,FCT,NGA015002,BWARI,NGA015002207, DUTSE,18,72,Host Community,,,2015,ADAMAWA,MADAGALI,1,18,72,2,,,2,,
NGA015,FCT,NGA015002,BWARI,NGA015002203, IGU,10,62,Host Community,,,2014,BORNO,GWOZA,1,10,62,2,,,2,,
NGA015,FCT,NGA015002,BWARI,NGA015002209, KUBWA,20,142,Host Community,,,2014,BORNO,BAMA,1,20,142,2,,,2,,
NGA015,FCT,NGA015002,BWARI,NGA015002202, KUDURU,10,50,Host Community,,,2014,BORNO,GWOZA,1,10,50,2,,,2,,
NGA015,FCT,NGA015002,BWARI,NGA015002204, SHERE,3,22,Host Community,,,2014,BORNO,BAMA,1,3,22,2,,,2,,
NGA015,FCT,NGA015003,GWAGWALADA,NGA015003302, DOBI,30,200,Host Community,,,2012,NASARAWA,NASARAWA,1,9,39,1,28,206,2,,
NGA015,FCT,NGA015003,GWAGWALADA,NGA015003301, GWAKO,26,177,Host Community,,,2011,BORNO,GUZAMALA,1,26,177,2,,,2,,
NGA015,FCT,NGA015003,GWAGWALADA,NGA015003304, KUTUNKU,41,290,Host Community,,,2011,TARABA,WUKARI,1,2,12,1,39,278,2,,
NGA015,FCT,NGA015003,GWAGWALADA,NGA015003309, PAIKO,16,83,Host Community,,,2012,ADAMAWA,MICHIKA,1,15,75,1,1,8,2,,
NGA015,FCT,NGA015004,KUJE,NGA015004403, GAUBE,56,261,Host Community,,,2014,BORNO,CHIBOK,1,56,261,2,,,2,,
NGA015,FCT,NGA015004,KUJE,NGA015004405, KABI,20,110,Host Community,,,2014,NASARAWA,AWE,2,,,1,20,110,2,,
NGA015,FCT,NGA015004,KUJE,NGA015004401, KUJE CENTRAL,24,128,Host Community,,,2014,BORNO,CHIBOK,1,24,128,2,,,2,,
NGA015,FCT,NGA015005,KWALI,NGA015005501, ASHARA,24,214,Host Community,,,2014,BENUE,GUMA,2,,,1,24,214,2,,
NGA015,FCT,NGA015005,KWALI,NGA015005502, DAFA,35,314,Host Community,,,2014,BENUE,GUMA,2,,,1,35,314,2,,
NGA015,FCT,NGA015005,KWALI,NGA015005503, GUMBO,6,42,Host Community,,,2014,BENUE,GUMA,2,,,1,6,42,2,,
NGA015,FCT,NGA015005,KWALI,NGA015005507, KUNDU,40,307,Host Community,,,2014,BENUE,GUMA,2,,,1,40,307,2,,
NGA015,FCT,NGA015005,KWALI,NGA015005504, KWALI CENTRAL,17,92,Host Community,,,2014,BENUE,GUMA,2,,,1,17,92,2,,
NGA015,FCT,NGA015005,KWALI,NGA015005508, PAI,48,272,Host Community,,,2014,BENUE,GUMA,2,,,1,48,272,2,,
NGA015,FCT,NGA015005,KWALI,NGA015005505, YANGOJI,22,85,Host Community,,,2014,BENUE,GUMA,2,,,1,22,85,2,,
NGA015,FCT,NGA015005,KWALI,NGA015005509,WAKO,16,75,Host Community,,,2014,BENUE,GUMA,2,,,1,16,75,2,,
NGA015,FCT,NGA015006,MUNICIPAL,NGA015006602, GARKI,0,0,Host Community,,,2014,BORNO,GWOZA,1,417,2475,2,,,2,,
NGA015,FCT,NGA015006,MUNICIPAL,NGA015006608, KABUSA,302,1445,Host Community,,,2014,BORNO,GWOZA,1,302,1445,2,,,2,,
NGA015,FCT,NGA015006,MUNICIPAL,NGA015006609, KARSHI,270,1390,Host Community,,,2014,BORNO,GWOZA,1,1018,5992,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001101,AKKO,16,116,Host Community,,,2014,BORNO,DAMBOA,1,16,116,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001102,GARKO,699,3436,Host Community,,,2014,BORNO,DAMBOA,1,699,3436,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001103,KALSHINGI,41,203,Host Community,,,2014,YOBE,GUJBA,1,41,203,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001104,KASHERE,24,141,Host Community,,,2014,BORNO,ASKIRA / UBA,1,24,141,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001105,KUMO CENTRAL,3,35,Host Community,,,2014,YOBE,GUJBA,1,3,35,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001106,KUMO EAST,7,50,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,7,50,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001107,KUMO NORTH,3,21,Host Community,,,2014,BORNO,DAMBOA,1,3,21,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001108,KUMO WEST,16,98,Host Community,,,2014,BORNO,DAMBOA,1,16,98,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001109,PINDIGA,39,217,Host Community,,,2014,YOBE,POTISKUM,1,39,217,2,,,2,,
NGA016,GOMBE,NGA016001,AKKO,NGA016001110,TUMU,13,102,Host Community,,,2014,TARABA,WUKARI,1,13,102,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002201,BAMBAM,45,132,Host Community,,,2014,ADAMAWA,MADAGALI,1,45,132,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002202,BANGU,25,95,Host Community,,,2012,YOBE,GUJBA,1,25,95,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002203,DADIYA,11,60,Host Community,,,2014,ADAMAWA,MICHIKA,1,11,60,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002204,GELENGU / BALANGA,52,157,Host Community,,,2012,ADAMAWA,MUBI NORTH,1,52,157,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002205,KINDIYO,57,173,Host Community,,,2012,ADAMAWA,MUBI NORTH,1,50,154,1,7,19,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002206,KULANI / DEGRE /SIKKAM,26,125,Host Community,,,2012,ADAMAWA,MUBI NORTH,1,26,125,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002207,MWONA,18,113,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,18,113,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002208,NYUWAR / JESSU,8,31,Host Community,,,2012,ADAMAWA,MICHIKA,1,8,31,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002209,SWA / REF / W. WAJA,21,117,Host Community,,,2014,YOBE,GUJBA,1,21,117,2,,,2,,
NGA016,GOMBE,NGA016002,BALANGA,NGA016002210,TALASSE / DONG / REME,59,321,Host Community,,,2012,BORNO,GWOZA,1,59,321,2,,,2,,
NGA016,GOMBE,NGA016003,BILLIRI,NGA016003301,BAGANJE NORTH,2,12,Host Community,,,2015,ADAMAWA,HONG,1,2,12,2,,,2,,
NGA016,GOMBE,NGA016003,BILLIRI,NGA016003303,BARE,10,113,Host Community,,,2014,BORNO,ASKIRA / UBA,1,10,113,2,,,2,,
NGA016,GOMBE,NGA016003,BILLIRI,NGA016003304,BILLIRI NORTH,14,118,Host Community,,,2014,BORNO,DAMBOA,1,14,118,2,,,2,,
NGA016,GOMBE,NGA016003,BILLIRI,NGA016003305,BILLIRI SOUTH,13,92,Host Community,,,2014,BORNO,CHIBOK,1,13,92,2,,,2,,
NGA016,GOMBE,NGA016003,BILLIRI,NGA016003307,TAL,4,22,Host Community,,,2015,BORNO,CHIBOK,1,4,22,2,,,2,,
NGA016,GOMBE,NGA016003,BILLIRI,NGA016003309,TODI,4,27,Host Community,,,2015,BORNO,MAIDUGURI M. C.,1,4,27,2,,,2,,
NGA016,GOMBE,NGA016004,DUKKU,NGA016004401,GOMBE ABBA,5,23,Host Community,,,2015,YOBE,DAMATURU,1,5,23,2,,,2,,
NGA016,GOMBE,NGA016004,DUKKU,NGA016004402,HASHIDU,7,47,Host Community,,,2015,BORNO,DAMBOA,1,7,47,2,,,2,,
NGA016,GOMBE,NGA016004,DUKKU,NGA016004403,JAMARI,28,146,Host Community,,,2015,YOBE,GUJBA,1,28,146,2,,,2,,
NGA016,GOMBE,NGA016004,DUKKU,NGA016004405,LAFIYA,26,145,Host Community,,,2015,YOBE,FIKA,1,26,145,2,,,2,,
NGA016,GOMBE,NGA016004,DUKKU,NGA016004406,MALALA,8,50,Host Community,,,2015,BORNO,MAIDUGURI M. C.,1,8,50,2,,,2,,
NGA016,GOMBE,NGA016004,DUKKU,NGA016004407,WAZIRI NORTH,27,150,Host Community,,,2015,YOBE,GUJBA,1,27,150,2,,,2,,
NGA016,GOMBE,NGA016004,DUKKU,NGA016004408,WAZIRI SOUTH / CENTRAL,25,172,Host Community,,,2015,YOBE,GUJBA,1,25,172,2,,,2,,
NGA016,GOMBE,NGA016005,FUNAKAYE,NGA016005501,ASHAKA / MAGABA,243,1138,Host Community,,,2014,YOBE,BURSARI,1,243,1138,2,,,2,,
NGA016,GOMBE,NGA016005,FUNAKAYE,NGA016005502,BAGE,32,203,Host Community,,,2014,YOBE,GUJBA,1,32,203,2,,,2,,
NGA016,GOMBE,NGA016005,FUNAKAYE,NGA016005503,BAJOGA  WEST,120,896,Host Community,,,2014,YOBE,BURSARI,1,120,896,2,,,2,,
NGA016,GOMBE,NGA016005,FUNAKAYE,NGA016005504,BAJOGA EAST,347,2018,Host Community,,,2014,YOBE,BURSARI,1,347,2018,2,,,2,,
NGA016,GOMBE,NGA016005,FUNAKAYE,NGA016005505,BODOR / TILDE,6,46,Host Community,,,2015,YOBE,GUJBA,1,6,46,2,,,2,,
NGA016,GOMBE,NGA016005,FUNAKAYE,NGA016005507,KUPTO,13,105,Host Community,,,2015,YOBE,FIKA,1,13,105,2,,,2,,
NGA016,GOMBE,NGA016005,FUNAKAYE,NGA016005509,TONGO,37,214,Host Community,,,2014,YOBE,GUJBA,1,37,214,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006602,BAJOGA,81,298,Host Community,,,2014,ADAMAWA,MADAGALI,1,81,298,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006603,BOLARI EAST,46,465,Host Community,,,2014,BORNO,GWOZA,1,46,465,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006604,BOLARI WEST,26,170,Host Community,,,2014,BORNO,DAMBOA,1,26,170,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006605,DAWAKI,15,92,Host Community,,,2014,YOBE,GUJBA,1,15,92,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006606,HERWAGANA,7,50,Host Community,,,2014,BORNO,DAMBOA,1,7,50,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006607,JEKA DAFARI,31,203,Host Community,,,2014,BORNO,BAMA,1,31,203,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006608,KUMBIYA - KUMBIYA,17,98,Host Community,,,2014,BORNO,BAMA,1,17,98,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006609,NASARAWA,60,429,Host Community,,,2014,BORNO,GWOZA,1,60,429,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006610,PANTAMI,424,2930,Host Community,,,2014,YOBE,GUJBA,1,424,2930,2,,,2,,
NGA016,GOMBE,NGA016006,GOMBE,NGA016006611,SHAMAKI,569,2005,Host Community,,,2014,BORNO,DAMBOA,1,569,2005,2,,,2,,
NGA016,GOMBE,NGA016007,KALTUNGO,NGA016007701,AWAK,30,166,Host Community,,,2014,YOBE,GUJBA,1,30,166,2,,,2,,
NGA016,GOMBE,NGA016007,KALTUNGO,NGA016007704,KALTUNGO EAST,4,23,Host Community,,,2014,ADAMAWA,MADAGALI,1,4,23,2,,,2,,
NGA016,GOMBE,NGA016007,KALTUNGO,NGA016007703,KALTUNGO WEST,17,125,Host Community,,,2014,BORNO,ASKIRA / UBA,1,17,125,2,,,2,,
NGA016,GOMBE,NGA016007,KALTUNGO,NGA016007710,TURE,12,65,Host Community,,,2014,ADAMAWA,GUYUK,1,12,65,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008801,BOJUDE,32,170,Host Community,,,2015,BORNO,GWOZA,1,32,170,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008802,DABAN FULANI,15,108,Host Community,,,2015,BORNO,DAMBOA,1,15,108,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008803,DOHO,13,89,Host Community,,,2015,BORNO,DAMBOA,1,13,89,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008804,DUKUL,5,27,Host Community,,,2015,ADAMAWA,MUBI NORTH,1,5,27,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008805,GADAM,15,74,Host Community,,,2015,BORNO,GWOZA,1,15,74,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008807,KOMFULATA,16,112,Host Community,,,2015,YOBE,FIKA,1,16,112,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008808,KWAMI,22,150,Host Community,,,2015,YOBE,BADE,1,22,150,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008809,MALAM SIDI,32,175,Host Community,,,2015,BORNO,DAMBOA,1,32,175,2,,,2,,
NGA016,GOMBE,NGA016008,KWAMI,NGA016008810,MALLERI,26,160,Host Community,,,2014,YOBE,GUJBA,1,26,160,2,,,2,,
NGA016,GOMBE,NGA016009,NAFADA,NGA016009901,BARWO / NASARAWO,26,159,Host Community,,,2014,YOBE,FIKA,1,20,117,2,,,1,6,42
NGA016,GOMBE,NGA016009,NAFADA,NGA016009902,BARWO WINDE,25,82,Host Community,,,2014,BORNO,KUKAWA,1,25,82,2,,,2,,
NGA016,GOMBE,NGA016009,NAFADA,NGA016009903,BIRIN BOLEWA,88,398,Host Community,,,2014,YOBE,GUJBA,1,88,398,2,,,2,,
NGA016,GOMBE,NGA016009,NAFADA,NGA016009904,BIRIN FULANI EAST,21,102,Host Community,,,2015,GOMBE,NAFADA,2,,,2,,,1,21,102
NGA016,GOMBE,NGA016009,NAFADA,NGA016009905,BIRIN FULANI WEST,35,156,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,23,96,2,,,1,12,60
NGA016,GOMBE,NGA016009,NAFADA,NGA016009906,GUDUKKU,32,146,Host Community,,,2014,YOBE,FIKA,1,32,146,2,,,2,,
NGA016,GOMBE,NGA016009,NAFADA,NGA016009907,JIGAWA,75,336,Host Community,,,2014,YOBE,FIKA,1,75,336,2,,,2,,
NGA016,GOMBE,NGA016009,NAFADA,NGA016009908,NAFADA CENTRAL,61,228,Host Community,,,2014,BORNO,BAMA,1,33,130,2,,,1,28,98
NGA016,GOMBE,NGA016009,NAFADA,NGA016009909,NAFADA EAST,33,166,Host Community,,,2014,YOBE,DAMATURU,1,24,121,2,,,1,9,45
NGA016,GOMBE,NGA016009,NAFADA,NGA016009910,NAFADA WEST,36,182,Host Community,,,2014,YOBE,GUJBA,1,26,131,2,,,1,10,51
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010001,BANGUNJI,2,25,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,2,25,2,,,2,,
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010002,BOH,2,3,Host Community,,,2014,BORNO,GWOZA,1,2,3,2,,,2,,
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010003,BURAK,4,23,Host Community,,,2014,BORNO,GWOZA,1,4,23,2,,,2,,
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010004,FILIYA,2,27,Host Community,,,2014,YOBE,GUJBA,1,2,27,2,,,2,,
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010006,GWANDUM,16,145,Host Community,,,2014,BORNO,DAMBOA,1,16,145,2,,,2,,
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010007,KULISHIN,5,30,Host Community,,,2014,ADAMAWA,MADAGALI,1,5,30,2,,,2,,
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010008,KUSHI,1,8,Host Community,,,2014,BORNO,CHIBOK,1,1,8,2,,,2,,
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010009,LALAIPIDO,2,20,Host Community,,,2014,YOBE,GULANI,1,2,20,2,,,2,,
NGA016,GOMBE,NGA016010,SHONGOM,NGA016010010,LAPAN,5,20,Host Community,,,2014,BORNO,DAMBOA,1,5,20,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011101,DEBA,130,1009,Host Community,,,2014,BORNO,DAMBOA,1,130,1009,2,,,2,,
NGA016,GOMBE,NGA016011,YALMALTU/ DEBA,NGA016011102,DIFA / LUBO / KINAFA,20,150,Host Community,,,2014,BORNO,DAMBOA,1,20,150,2,,,2,,
