state_pcode,state_name,lga_pcode,lga_name,ward_pcode,ward_name,estimate_hh_Ward,estimate_Ind_Ward,location_type,Location name,SSID,Year,state_orig,lga_orig,reason_insurgency_YesNo,reason_insurg_hh,reason_insurg_ind,reason_clash_YesNo,reason_clash_hh,reason_clash_ind,reason_disaster_YesNo,reason_disaster_hh,reason_disaster_ind
NGA020,KANO,NGA020017,GEZAWA,NGA020017704,JOGANA,3,33,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,3,33,2,,,2,,
NGA020,KANO,NGA020017,GEZAWA,NGA020017705,KETAWA,3,12,Host Community,,,2014,BORNO,KUKAWA,1,3,12,2,,,2,,
NGA020,KANO,NGA020018,GWALE,NGA020018803,DORAYI,56,349,Host Community,,,2014,BORNO,BAMA,1,56,349,2,,,2,,
NGA020,KANO,NGA020020,KABO,NGA020020008,KABO,50,156,Host Community,,,2012,BORNO,KAGA,1,50,156,2,,,2,,
NGA020,KANO,NGA020021,KANO MUNICIPAL,NGA020021107,SHARADA,9,91,Host Community,,,2014,BORNO,GWOZA,1,9,91,2,,,2,,
NGA020,KANO,NGA020022,KARAYE,NGA020022202,KAFIN DAFGA,38,189,Host Community,,,2014,BORNO,KUKAWA,1,38,189,2,,,2,,
NGA020,KANO,NGA020022,KARAYE,NGA020022209,YAMMEDI,47,231,Host Community,,,2014,BORNO,KUKAWA,1,47,231,2,,,2,,
NGA020,KANO,NGA020023,KIBIYA,NGA020023305,KAHU,39,136,Host Community,,,2015,BORNO,BAMA,1,39,136,2,,,2,,
NGA020,KANO,NGA020023,KIBIYA,NGA020023306,KIBIYA  I,18,78,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,18,78,2,,,2,,
NGA020,KANO,NGA020025,KUMBOTSO,NGA020025508,MARIRI,41,121,Host Community,,,2014,BORNO,GWOZA,1,42,221,2,,,2,,
NGA020,KANO,NGA020029,MAKODA,NGA020029904,KADANDANI,7,32,Host Community,,,2014,BORNO,KUKAWA,1,7,32,2,,,2,,
NGA020,KANO,NGA020029,MAKODA,NGA020029909,SATAME,8,42,Host Community,,,2012,BORNO,KUKAWA,1,8,42,2,,,2,,
NGA020,KANO,NGA020029,MAKODA,NGA020029911,WAILARE,4,26,Host Community,,,2012,BORNO,KUKAWA,1,4,26,2,,,2,,
NGA020,KANO,NGA020031,NASARAWA,NGA020031106,HOTORO NORTH,28,203,Host Community,,,2014,BORNO,GUZAMALA,1,28,203,2,,,2,,
NGA020,KANO,NGA020031,NASARAWA,NGA020031107,HOTORO SOUTH,3,17,Host Community,,,2014,ADAMAWA,MICHIKA,1,3,17,2,,,2,,
NGA020,KANO,NGA020031,NASARAWA,NGA020031109,KAURA GOJE,18,106,Host Community,,,2014,YOBE,GEIDAM,1,18,106,2,,,2,,
NGA020,KANO,NGA020031,NASARAWA,NGA020031108,KAWAJI,7,25,Host Community,,,2015,BORNO,KUKAWA,1,7,25,2,,,2,,
NGA020,KANO,NGA020034,ROGO,NGA020034407,ROGO SABON GARI,97,483,Host Community,,,2014,BORNO,KUKAWA,1,97,483,2,,,2,,
NGA020,KANO,NGA020035,SHANONO,NGA020035509,SHANONO,123,632,Host Community,,,2015,YOBE,GEIDAM,1,123,632,2,,,2,,
NGA020,KANO,NGA020036,SUMAILA,NGA020036603,GARFA,5,20,Host Community,,,2014,BORNO,MARTE,1,5,20,2,,,2,,
NGA020,KANO,NGA020036,SUMAILA,NGA020036606,MAGAMI,28,131,Host Community,,,2014,BORNO,MARTE,1,28,131,2,,,2,,
NGA020,KANO,NGA020036,SUMAILA,NGA020036611,SUMAILA,5,23,Host Community,,,2014,BORNO,BAMA,1,5,23,2,,,2,,
NGA020,KANO,NGA020037,TAKAI,NGA020037701,BAGWARO,9,21,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,9,21,2,,,2,,
NGA020,KANO,NGA020037,TAKAI,NGA020037702,DURBUNDE,6,25,Host Community,,,2012,BORNO,BIU,1,6,25,2,,,2,,
NGA020,KANO,NGA020037,TAKAI,NGA020037704,FALALI,4,11,Host Community,,,2012,BORNO,MAIDUGURI M. C.,1,4,11,2,,,2,,
NGA020,KANO,NGA020037,TAKAI,NGA020037705,FARURUWA,10,25,Host Community,,,2014,BORNO,MAIDUGURI M. C.,1,10,25,2,,,2,,
NGA020,KANO,NGA020037,TAKAI,NGA020037706,KACHAKO,26,120,Host Community,,,2014,BORNO,BIU,1,26,120,2,,,2,,
NGA020,KANO,NGA020037,TAKAI,NGA020037707,KARFI,8,12,Host Community,,,2014,BORNO,KUKAWA,1,8,12,2,,,2,,
NGA020,KANO,NGA020037,TAKAI,NGA020037709,TAKAI,29,137,Host Community,,,2012,BORNO,BAMA,1,29,137,2,,,2,,
NGA020,KANO,NGA020037,TAKAI,NGA020037710,ZUGA,8,42,Host Community,,,2012,BORNO,MAIDUGURI M. C.,1,8,42,2,,,2,,
NGA020,KANO,NGA020038,TARAUNI,NGA020038806,HOTORO (NNPC),30,185,Host Community,,,2014,BORNO,GWOZA,1,30,185,2,,,2,,
NGA020,KANO,NGA020042,UNGOGO,NGA020042206,RANGAZA,7,27,Host Community,,,2014,BORNO,DAMBOA,1,7,27,2,,,2,,
NGA020,KANO,NGA020043,WARAWA,NGA020043313,WARAWA,11,46,Host Community,,,2014,BORNO,KUKAWA,1,11,46,2,,,2,,
NGA020,KANO,NGA020044,WUDIL,NGA020044401,ACHIKA,30,170,Host Community,,,2014,BORNO,KUKAWA,1,30,170,2,,,2,,
NGA020,KANO,NGA020044,WUDIL,NGA020044402,DAGUMAWA,18,50,Host Community,,,2012,BORNO,KUKAWA,1,18,50,2,,,2,,
NGA020,KANO,NGA020044,WUDIL,NGA020044404,DARKI,30,305,Host Community,,,2014,BORNO,KUKAWA,1,30,305,2,,,2,,
NGA020,KANO,NGA020044,WUDIL,NGA020044406,KAUSANI,15,65,Host Community,,,2014,BORNO,KUKAWA,1,15,65,2,,,2,,
NGA020,KANO,NGA020044,WUDIL,NGA020044407,LAJAWA,3,13,Host Community,,,2014,BORNO,KUKAWA,1,3,13,2,,,2,,
NGA020,KANO,NGA020044,WUDIL,NGA020044408,SABON GARI,85,340,Host Community,,,2012,BORNO,KUKAWA,1,85,340,2,,,2,,
NGA020,KANO,NGA020044,WUDIL,NGA020044410,WUDIL,15,45,Host Community,,,2012,BORNO,KUKAWA,1,15,45,2,,,2,,
NGA026,NASARAWA,NGA026001,AKWANGA,NGA026001110,AKWANGA EAST,62,217,Host Community,,,2014,KADUNA,SANGA,2,,,1,62,217,2,,
NGA026,NASARAWA,NGA026001,AKWANGA,NGA026001109,AKWANGA WEST,70,720,Host Community,,,2014,KADUNA,SANGA,2,,,1,70,720,2,,
NGA026,NASARAWA,NGA026001,AKWANGA,NGA026001104,ANCHO NIGHAAN,15,32,Host Community,,,2014,KADUNA,SANGA,2,,,1,15,32,2,,
NGA026,NASARAWA,NGA026001,AKWANGA,NGA026001101,ANCHOBABA,12,42,Host Community,,,2014,KADUNA,SANGA,2,,,1,12,42,2,,
NGA026,NASARAWA,NGA026001,AKWANGA,NGA026001105,ANDAHA,75,621,Host Community,,,2014,KADUNA,SANGA,2,,,1,75,621,2,,
NGA026,NASARAWA,NGA026001,AKWANGA,NGA026001107,GUDI,35,220,Host Community,,,2014,KADUNA,SANGA,2,,,1,35,220,2,,
NGA026,NASARAWA,NGA026001,AKWANGA,NGA026001106,NUNKU,125,588,Host Community,,,2014,KADUNA,SANGA,2,,,1,125,588,2,,
NGA026,NASARAWA,NGA026002,AWE,NGA026002210,AKIRI,16,99,Host Community,,,2012,PLATEAU,MANGU,1,10,59,1,6,40,2,,
NGA026,NASARAWA,NGA026002,AWE,NGA026002208,AZARA,23,136,Host Community,,,2014,TARABA,IBI,2,,,1,23,136,2,,
NGA026,NASARAWA,NGA026002,AWE,NGA026002203,MADAKI,7,34,Host Community,,,2014,TARABA,WUKARI,2,,,1,7,34,2,,
NGA026,NASARAWA,NGA026002,AWE,NGA026002207,RIBI,12,69,Host Community,,,2014,TARABA,WUKARI,2,,,1,12,69,2,,
NGA026,NASARAWA,NGA026002,AWE,NGA026002209,WUSE,31,170,Host Community,,,2012,TARABA,WUKARI,2,,,1,31,170,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003305,AGBASHI,243,1700,Host Community,,,2014,NASARAWA,DOMA,2,,,1,243,1700,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003308,AKPANAJA,214,1500,Host Community,,,2014,NASARAWA,DOMA,2,,,1,214,1500,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003301,ALAGYE I,157,1100,Host Community,,,2014,NASARAWA,DOMA,2,,,1,157,1100,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003302,ALAGYE II,110,900,Host Community,,,2014,NASARAWA,DOMA,2,,,1,110,900,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003306,DOKA I,171,1200,Host Community,,,2014,NASARAWA,DOMA,2,,,1,171,1200,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003307,DOKA II,142,1000,Host Community,,,2014,NASARAWA,DOMA,2,,,1,142,1000,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003303,RUKUBI I,69,480,Host Community,,,2014,NASARAWA,DOMA,2,,,1,69,480,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003304,RUKUBI II,120,600,Host Community,,,2014,NASARAWA,DOMA,2,,,1,120,600,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003310,SARKIN DAWAKI,83,500,Host Community,,,2014,NASARAWA,DOMA,2,,,1,83,500,2,,
NGA026,NASARAWA,NGA026003,DOMA,NGA026003309,UNGWAN MADAKI,42,300,Host Community,,,2014,NASARAWA,DOMA,2,,,1,42,300,2,,
NGA026,NASARAWA,NGA026004,KARU,NGA026004401,ASO / KODAPE,321,1507,Host Community,,,2014,BORNO,GWOZA,1,321,1507,2,,,2,,
NGA026,NASARAWA,NGA026004,KARU,NGA026004408,GURKU/KABUSU,0,0,Host Community,,,2014,BORNO,GWOZA,1,378,2113,2,,,2,,
NGA026,NASARAWA,NGA026004,KARU,NGA026004403,KARSHI I,12,60,Host Community,,,2014,BORNO,GWOZA,1,12,60,2,,,2,,
NGA026,NASARAWA,NGA026004,KARU,NGA026004411,KARU,0,0,Host Community,,,2014,BORNO,GWOZA,1,68,340,2,,,2,,
NGA026,NASARAWA,NGA026004,KARU,NGA026004410,PANDA / KARE,144,834,Host Community,,,2014,BORNO,GWOZA,1,144,834,2,,,2,,
NGA026,NASARAWA,NGA026006,KEFFI,NGA026006609,JIGWADA,19,120,Host Community,,,2014,BORNO,ASKIRA / UBA,1,19,120,2,,,2,,
NGA026,NASARAWA,NGA026006,KEFFI,NGA026006608,SABON GARI,34,184,Host Community,,,2011,KADUNA,KACHIA,1,11,42,1,23,142,2,,
NGA026,NASARAWA,NGA026007,KOKONA,NGA026007709,AMBA,6,48,Host Community,,,2012,NASARAWA,KOKONA,2,,,1,6,48,2,,
NGA026,NASARAWA,NGA026007,KOKONA,NGA026007703,BASSA,7,65,Host Community,,,2012,BORNO,GWOZA,1,4,30,1,3,35,2,,
NGA026,NASARAWA,NGA026007,KOKONA,NGA026007708,DARI,7,43,Host Community,,,2012,NASARAWA,KOKONA,2,,,1,7,43,2,,
NGA026,NASARAWA,NGA026007,KOKONA,NGA026007710,GARAKU,174,856,Host Community,,,2012,NASARAWA,OBI,1,150,716,1,24,140,2,,
NGA026,NASARAWA,NGA026007,KOKONA,NGA026007702,KOYA  / KANA,25,163,Host Community,,,2012,BORNO,GWOZA,1,7,55,1,18,108,2,,
NGA026,NASARAWA,NGA026007,KOKONA,NGA026007711,YELWA,21,120,Host Community,,,2012,TARABA,IBI,1,19,111,1,2,9,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008801,ADOGI,62,373,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,62,373,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008802,AGYARAGUN TOFA,2,21,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,2,21,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008804,ARIKYA,50,228,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,50,228,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008806,ASHIGIE,41,300,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,41,300,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008803,BAKIN RIJIYA/AKURBA/SARKIN PADA,83,500,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,83,500,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008807,CHIROMA,11,118,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,11,118,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008808,GAYAM,10,109,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,10,109,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008809,KEFFIN/WAMBAI,15,152,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,15,152,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008810,MAKAMA,4,90,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,4,90,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008811,SHABU/KWANDERE,4,26,Host Community,,,2011,NASARAWA,LAFIA,2,,,1,131,586,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008812,WAKWA,13,200,Host Community,,,2014,NASARAWA,OBI,2,,,1,13,200,2,,
NGA026,NASARAWA,NGA026008,LAFIA,NGA026008813,ZANWA,70,590,Host Community,,,2012,NASARAWA,NASARAWA EGGON,2,,,1,70,590,2,,
NGA026,NASARAWA,NGA026009,NASARAWA,NGA026009906,GUTO/AISA,17,125,Host Community,,,2014,NASARAWA,NASARAWA,2,,,1,17,125,2,,
NGA026,NASARAWA,NGA026009,NASARAWA,NGA026009904,LOKO,15,96,Host Community,,,2011,NASARAWA,NASARAWA,2,,,1,15,96,2,,
NGA026,NASARAWA,NGA026009,NASARAWA,NGA026009910,NASARAWA MAIN TOWN,12,65,Host Community,,,2012,NASARAWA,NASARAWA,2,,,1,12,65,2,,
NGA026,NASARAWA,NGA026009,NASARAWA,NGA026009907,NASARAWA NORTH,9,47,Host Community,,,2012,NASARAWA,NASARAWA,2,,,1,9,47,2,,
NGA026,NASARAWA,NGA026009,NASARAWA,NGA026009905,TUNGA/BAKONO,28,175,Host Community,,,2012,NASARAWA,NASARAWA,2,,,1,28,175,2,,
NGA026,NASARAWA,NGA026009,NASARAWA,NGA026009901,UDENIN GIDA,50,205,Host Community,,,2014,NASARAWA,NASARAWA,2,,,1,50,205,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010014,AGUNJI,92,604,Host Community,,,2012,NASARAWA,OBI,2,,,1,92,604,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010013,ALOGANI,206,1000,Host Community,,,2012,NASARAWA,OBI,2,,,1,206,1000,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010003,IGGA/BURUMBURUM,75,639,Host Community,,,2012,NASARAWA,DOMA,2,,,1,75,639,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010009,IKKA WANGIBI,83,665,Host Community,,,2012,NASARAWA,DOMA,2,,,1,83,665,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010007,LAMBAGA/ARIKPA,82,691,Host Community,,,2014,NASARAWA,OBI,2,,,1,82,691,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010005,MADA STATION,462,1431,Host Community,,,2014,NASARAWA,DOMA,2,,,1,462,1431,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010001,NASARAWA EGGON,800,3006,Host Community,,,2012,NASARAWA,OBI,2,,,1,800,3006,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010002,UBBE,407,1942,Host Community,,,2012,NASARAWA,OBI,2,,,1,407,1942,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010004,UMME,110,925,Host Community,,,2012,NASARAWA,DOMA,2,,,1,110,925,2,,
NGA026,NASARAWA,NGA026010,NASARAWA EGGON,NGA026010011,WAKAMA,420,1289,Host Community,,,2014,NASARAWA,DOMA,2,,,1,420,1289,2,,
NGA026,NASARAWA,NGA026014,OBI,NGA026014101,AGWATASHI,9,40,Host Community,,,2014,NASARAWA,OBI,2,,,1,9,40,2,,
NGA026,NASARAWA,NGA026014,OBI,NGA026014105,DUDUGURU,13,48,Host Community,,,2014,NASARAWA,OBI,2,,,1,13,48,2,,
NGA026,NASARAWA,NGA026014,OBI,NGA026014109,GIDAN AUSA II,6,28,Host Community,,,2014,NASARAWA,OBI,2,,,1,6,28,2,,
NGA026,NASARAWA,NGA026014,OBI,NGA026014106,GWADENYE,11,60,Host Community,,,2014,NASARAWA,OBI,2,,,1,11,60,2,,
NGA026,NASARAWA,NGA026014,OBI,NGA026014107,KYAKALE,29,140,Host Community,,,2014,NASARAWA,OBI,2,,,1,29,140,2,,
NGA026,NASARAWA,NGA026014,OBI,NGA026014103,OBI,17,72,Host Community,,,2014,NASARAWA,OBI,2,,,1,17,72,2,,
NGA026,NASARAWA,NGA026013,WAMBA,NGA026013303,GITTA,6,44,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,6,44,2,,
NGA026,NASARAWA,NGA026013,WAMBA,NGA026013310,JIMIYA,86,712,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,86,712,2,,
NGA026,NASARAWA,NGA026013,WAMBA,NGA026013305,KONVAH,58,631,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,58,631,2,,
NGA026,NASARAWA,NGA026013,WAMBA,NGA026013304,NAKERE,25,268,Host Community,,,2012,NASARAWA,LAFIA,2,,,1,25,268,2,,
NGA026,NASARAWA,NGA026013,WAMBA,NGA026013308,WAMBA EAST,10,98,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,10,98,2,,
NGA026,NASARAWA,NGA026013,WAMBA,NGA026013307,WAMBA WEST,25,228,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,25,228,2,,
NGA026,NASARAWA,NGA026013,WAMBA,NGA026013306,WAYO,48,318,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,48,318,2,,
NGA032,PLATEAU,NGA032001,BARIKIN LADI,NGA032001101,BARAKIN LADI,1175,9300,Host Community,,,2015,PLATEAU,BARIKIN LADI,2,,,1,1175,9300,2,,
NGA032,PLATEAU,NGA032001,BARIKIN LADI,NGA032001102,GASSA/SHO,412,2890,Host Community,,,2014,PLATEAU,BARIKIN LADI,2,,,1,412,2890,2,,
NGA032,PLATEAU,NGA032001,BARIKIN LADI,NGA032001107,LOBIRING,1200,7905,Host Community,,,2012,PLATEAU,BARIKIN LADI,2,,,1,1200,7905,2,,
NGA032,PLATEAU,NGA032001,BARIKIN LADI,NGA032001108,MARIT/MAZAT,939,4882,Host Community,,,2015,PLATEAU,BARIKIN LADI,2,,,1,939,4882,2,,
NGA032,PLATEAU,NGA032001,BARIKIN LADI,Err:512,RAFAN,832,4997,Host Community,,,2012,PLATEAU,BARIKIN LADI,2,,,1,832,4997,2,,
NGA032,PLATEAU,NGA032001,BARIKIN LADI,Err:512,TAFAN,460,2800,Host Community,,,2014,PLATEAU,BARIKIN LADI,2,,,1,460,2800,2,,
NGA032,PLATEAU,NGA032001,BARIKIN LADI,Err:512,ZABOT,734,5100,Host Community,,,2012,PLATEAU,BARIKIN LADI,2,,,1,734,5100,2,,
NGA032,PLATEAU,NGA032002,BASSA,NGA032002201,BUHIT,22,142,Host Community,,,2014,BORNO,ASKIRA / UBA,1,22,142,2,,,2,,
NGA032,PLATEAU,NGA032002,BASSA,NGA032002202,BUJI,4,12,Host Community,,,2014,YOBE,POTISKUM,1,4,12,2,,,2,,
NGA032,PLATEAU,NGA032002,BASSA,NGA032002204,GURUM,2,12,Host Community,,,2015,BORNO,MAIDUGURI M. C.,1,2,12,2,,,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003301,BOKKOS,9,47,Host Community,,,2014,NASARAWA,WAMBA,2,,,1,9,47,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003304,DAMWAI,23,139,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,23,139,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003308,MANGUNA,25,155,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,25,155,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003307,MBAR/MANGAR,17,103,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,17,103,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003310,MUSHERE  WEST,28,185,Host Community,,,2012,NASARAWA,LAFIA,1,8,45,1,20,140,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003309,MUSHERE CENTRAL,38,198,Host Community,,,2012,NASARAWA,LAFIA,1,8,48,1,30,150,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003311,RICHA,20,102,Host Community,,,2014,NASARAWA,OBI,2,,,1,20,102,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003312,SHA,8,46,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,8,46,2,,
NGA032,PLATEAU,NGA032003,BOKKOS,NGA032003314,TOFF,5,26,Host Community,,,2014,NASARAWA,LAFIA,2,,,1,5,26,2,,
NGA032,PLATEAU,NGA032004,JOS EAST,NGA032004401,FEDERE,20,70,Host Community,,,2015,PLATEAU,JOS EAST,2,,,1,20,70,2,,
NGA032,PLATEAU,NGA032004,JOS EAST,NGA032004402,FOBUR 'A',1,4,Host Community,,,2015,PLATEAU,BARIKIN LADI,2,,,1,1,4,2,,
NGA032,PLATEAU,NGA032004,JOS EAST,NGA032004406,MAI GEMU,6,24,Host Community,,,2014,KADUNA,SANGA,2,,,1,6,24,2,,
NGA032,PLATEAU,NGA032004,JOS EAST,NGA032004407,MAIJUJU,40,200,Host Community,,,2015,PLATEAU,MANGU,2,,,1,40,200,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005501,ABBA NA SHEHU,17,189,Host Community,,,2014,BORNO,BAMA,1,17,189,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005502,ALI KAZAURE,25,156,Host Community,,,2014,YOBE,DAMATURU,1,25,156,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005504,GANGARE,27,53,Host Community,,,2014,BORNO,GWOZA,1,28,335,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005503,GARBA DAHO,30,210,Host Community,,,2014,PLATEAU,JOS NORTH,2,,,1,30,210,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005505,IBRAHIM KATSINA,26,183,Host Community,,,2012,BORNO,BAMA,1,19,133,2,,,1,7,50
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005506,JENTA ADAMU,24,186,Host Community,,,2014,BORNO,NGALA,1,24,186,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005507,JENTA APATA,17,116,Host Community,,,2014,YOBE,GUJBA,1,17,116,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005508,JOS JARAWA,13,64,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,5,24,1,8,40,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005509,NARAGUTA 'A',23,106,Host Community,,,2014,BORNO,NGALA,1,23,106,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005510,NARAGUTA 'B',30,174,Host Community,,,2014,ADAMAWA,MUBI NORTH,1,30,174,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005511,SARKIN ARAB,26,132,Host Community,,,2014,YOBE,DAMATURU,1,26,132,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005513,TUDUN WADA - KABONG,18,97,Host Community,,,2015,ADAMAWA,MUBI NORTH,1,18,97,2,,,2,,
NGA032,PLATEAU,NGA032005,JOS NORTH,NGA032005514,VANDERPUYE,16,98,Host Community,,,2014,PLATEAU,BOKKOS,2,,,1,16,98,2,,
NGA032,PLATEAU,NGA032006,JOS SOUTH,NGA032006601,BUKURU,0,0,Host Community,,,2014,BORNO,GWOZA,1,94,466,2,,,2,,
NGA032,PLATEAU,NGA032006,JOS SOUTH,NGA032006604,GYEL 'A',350,615,Host Community,,,2012,PLATEAU,RIYOM,2,,,1,350,615,2,,
NGA032,PLATEAU,NGA032006,JOS SOUTH,NGA032006605,GYEL 'B',0,0,Host Community,,,2014,BORNO,GWOZA,1,60,180,2,,,2,,
NGA032,PLATEAU,NGA032006,JOS SOUTH,NGA032006606,KURU 'A',75,200,Host Community,,,2012,PLATEAU,BARIKIN LADI,2,,,1,75,200,2,,
NGA032,PLATEAU,NGA032006,JOS SOUTH,NGA032006609,TURU,150,420,Host Community,,,2012,PLATEAU,RIYOM,2,,,1,150,420,2,,
NGA032,PLATEAU,NGA032006,JOS SOUTH,NGA032006610,VWANG,153,550,Host Community,,,2011,PLATEAU,RIYOM,2,,,1,153,550,2,,
NGA032,PLATEAU,NGA032006,JOS SOUTH,NGA032006611,ZAWAN 'A',60,150,Host Community,,,2012,PLATEAU,RIYOM,2,,,1,60,150,2,,
NGA032,PLATEAU,NGA032006,JOS SOUTH,NGA032006612,ZAWAN 'B',39,99,Host Community,,,2012,PLATEAU,RIYOM,2,,,1,39,99,2,,
NGA032,PLATEAU,NGA032007,KANAM,NGA032007702,DENGI,27,253,Host Community,,,2014,TARABA,WUKARI,2,,,1,27,253,2,,
NGA032,PLATEAU,NGA032007,KANAM,NGA032007706,GUMSHER,13,111,Host Community,,,2014,TARABA,WUKARI,2,,,1,13,111,2,,
NGA032,PLATEAU,NGA032007,KANAM,NGA032007707,GWAMLAR,5,42,Host Community,,,2014,TARABA,WUKARI,2,,,1,5,42,2,,
NGA032,PLATEAU,NGA032007,KANAM,NGA032007708,JARMAI,9,86,Host Community,,,2014,TARABA,WUKARI,2,,,1,9,86,2,,
NGA032,PLATEAU,NGA032008,KANKE,NGA032008801,AMPANG-EAST,200,830,Host Community,,,2014,NASARAWA,OBI,2,,,1,200,830,2,,
NGA032,PLATEAU,NGA032008,KANKE,NGA032008802,AMPER CHIKA 'A',121,663,Host Community,,,2012,TARABA,IBI,2,,,1,121,663,2,,
NGA032,PLATEAU,NGA032008,KANKE,NGA032008803,AMPER CHIKA 'B',8,57,Host Community,,,2012,TARABA,IBI,1,1,10,1,7,47,2,,
NGA032,PLATEAU,NGA032008,KANKE,NGA032008804,AMPER SERI,7,35,Host Community,,,2014,TARABA,DONGA,2,,,1,7,35,2,,
NGA032,PLATEAU,NGA032008,KANKE,NGA032008805,DAWAKI,11,41,Host Community,,,2014,BORNO,GWOZA,1,11,41,2,,,2,,
NGA032,PLATEAU,NGA032008,KANKE,NGA032008807,KABWIR PADA,7,38,Host Community,,,2014,BORNO,GWOZA,1,4,22,1,3,16,2,,
NGA032,PLATEAU,NGA032008,KANKE,NGA032008808,KABWIR/GYANGYANG,20,50,Host Community,,,2012,TARABA,IBI,1,5,12,1,15,38,2,,
NGA032,PLATEAU,NGA032008,KANKE,NGA032008810,NEMEL,776,1806,Host Community,,,2012,NASARAWA,OBI,1,264,605,1,512,1201,2,,
NGA032,PLATEAU,NGA032009,LANGTANG NORTH,NGA032009901,FUNYALANG,67,384,Host Community,,,2014,PLATEAU,WASE,2,,,1,56,339,1,11,45
